Nationality,Residence,Q4,Q5,Q6,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Q19_15,Q19_16,Q19_17,Q19_18,Q19_19,Q19_20,Q19_21,Q19_22,Q19_23,Q19_24,Q19_25,Q19_26,Q19_27,Q19_28,Q19_29,Q19_30,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Lextale,Wellbeing,Selfcontrol,Emotionality,Sociability,TEIQue,TVReactionsEN,TVReactionsTR,SocialMediaEN,SocialMediaTR
TR,NL,2,40,6,4,8,2,1,9,6,3,6,6,6,6,6,6,6,6,6,7,3,7,7,7,7,7,7,7,7,7,4,7,7,6,7,3,7,7,6,6,7,6,6,6,7,3,4,7,7,7,7,7,7,4,1,7,6,7,3,7,7,4,6,7,7,7,61.25,6.16667,5,6.5,6.83333,6.23333,17,25,13,14
TR,NL,2,45,5,4,9,2,1,9,6,6,6,6,6,6,6,6,6,6,5,7,7,7,7,7,5,5,3,3,7,6,4,5,5,7,3,5,5,5,3,6,6,5,5,7,5,4,3,5,7,5,5,6,7,5,6,6,7,7,5,7,6,5,6,6,6,6,61.25,5.66667,4,5.125,5.5,5.06667,24,25,12,12
TR,NL,2,36,5,4,9,1,1,2,6,6,6,6,6,6,6,6,6,6,6,7,5,4,4,4,5,3,5,3,5,5,4,4,6,5,4,4,5,5,4,4,5,3,4,6,5,3,4,6,4,3,4,3,6,5,5,7,6,7,5,7,6,6,6,6,6,7,61.25,5.16667,3.83333,4.125,4.33333,4.4,22,27,12,13
TR,NL,2,46,5,1,2,2,1,6,6,3,6,6,6,6,6,6,6,6,7,7,7,3,3,4,7,5,6,6,5,5,6,6,5,6,4,5,6,6,5,6,6,7,5,6,5,4,2,5,6,6,5,7,5,2,3,3,4,4,4,5,6,2,4,4,4,4,62.5,5.16667,4.66667,5.625,5.33333,5.33333,17,14,8,8
TR,NL,2,35,6,4,3,1,1,9,1,3,6,6,6,6,6,6,6,6,5,7,4,5,7,7,7,6,6,1,7,6,4,5,5,6,5,6,5,6,5,7,6,5,4,6,5,5,7,6,5,6,5,7,7,5,4,6,6,6,5,6,5,4,4,4,6,6,62.5,5.83333,4,6.25,5.5,5.53333,20,22,10,10
TR,NL,2,34,5,2,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,6,7,7,7,7,7,5,1,4,4,4,7,4,3,5,3,5,6,1,6,7,6,3,4,3,6,7,3,4,5,4,6,6,3,7,7,7,7,7,7,7,4,7,7,7,5,63.75,3.66667,3,6.5,4,4.63333,28,25,14,12
TR,NL,2,32,5,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,4,6,4,5,6,6,6,5,6,6,7,6,4,6,4,6,4,6,3,6,6,6,5,3,6,6,6,4,5,5,5,5,6,4,5,5,3,5,3,6,5,6,5,3,5,5,6,6,63.75,5.66667,5.16667,5,5.33333,5.23333,16,20,11,11
TR,NL,2,36,6,3,4,2,1,9,6,6,6,6,6,6,6,6,3,6,5,7,5,3,4,6,5,5,3,4,6,4,4,6,4,5,3,5,6,6,2,6,5,5,4,5,5,6,4,4,6,4,2,6,6,2,2,5,5,6,4,7,6,6,5,6,5,6,65,4.33333,3.66667,5.375,4.5,4.6,17,24,10,12
TR,NL,1,55,6,3,12,2,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,5,6,4,6,5,6,6,5,6,5,3,6,5,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,4,3,3,4,4,5,5,4,3,4,4,5,5,65,5.16667,5.33333,5.875,5.5,5.53333,16,15,9,9
TR,NL,2,28,6,1,2,2,1,9,6,6,6,6,6,6,6,6,6,6,7,4,7,4,7,7,6,7,2,6,3,5,1,4,5,5,2,4,7,6,4,7,6,2,4,4,4,4,7,4,4,4,3,3,5,2,2,6,6,6,7,6,5,5,7,7,7,7,65,3.83333,3.5,5.875,4,4.33333,20,23,14,14
TR,NL,2,31,6,1,3,2,1,9,3,3,6,6,6,6,3,6,2,6,7,7,7,7,7,7,7,7,7,5,5,6,1,2,5,7,7,3,5,4,2,2,5,2,4,6,4,3,5,4,5,7,6,7,7,6,1,7,5,7,7,7,7,1,1,7,7,7,66.25,4.83333,3.5,5,6,4.86667,20,22,8,14
TR,NL,2,45,6,3,11,1,1,9,6,2,6,6,3,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,4,1,5,6,1,7,6,5,3,2,6,7,7,66.25,7,6,6.875,7,6.76667,19,15,9,13
TR,NL,2,42,6,4,6,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,7,7,3,5,6,7,7,6,7,7,6,6,3,7,7,3,5,5,6,5,7,6,5,5,5,4,6,6,5,6,4,2,2,4,4,7,7,5,2,3,3,7,7,66.25,5.83333,4.83333,5.5,5.83333,5.56667,18,15,10,10
TR,NL,2,34,6,4,9,1,1,9,6,3,6,6,3,6,6,6,6,6,7,3,7,4,5,6,7,7,3,5,7,2,4,5,7,7,5,4,3,4,3,7,7,3,3,5,4,5,2,4,7,4,5,6,5,3,5,7,7,7,7,7,2,7,4,6,7,7,67.5,5.33333,3.83333,5.5,4.83333,4.76667,21,28,11,13
TR,NL,1,47,5,1,2,2,1,9,6,6,6,6,6,6,6,6,6,6,7,6,5,6,4,4,6,5,5,7,7,5,7,5,2,3,3,4,7,7,5,4,4,5,7,7,5,3,4,5,5,5,6,6,7,3,2,5,5,5,5,7,5,3,6,6,6,6,67.5,5.16667,5.33333,5.125,4.33333,5.13333,17,20,12,12
TR,NL,2,33,5,4,6,2,1,2,6,3,6,6,6,6,6,6,6,6,7,7,7,2,7,7,7,6,4,5,5,6,4,5,5,6,4,6,5,5,3,5,7,4,6,6,7,5,4,6,7,7,6,6,5,4,4,4,4,4,5,7,6,6,5,5,5,5,67.5,5.66667,4.5,5.625,6.16667,5.36667,19,21,10,10
TR,NL,2,26,5,4,6,1,1,9,6,3,6,6,6,6,6,6,6,6,7,4,6,2,6,4,7,6,5,3,5,7,5,5,5,6,4,5,6,6,5,4,6,3,6,5,6,5,4,3,5,5,5,4,7,5,3,5,6,6,6,6,5,2,6,6,5,5,67.5,4.66667,4.83333,5.25,5.5,5.1,20,19,11,11
TR,NL,2,31,6,2,4,1,1,9,6,6,6,6,6,6,6,6,6,6,7,3,7,5,7,5,5,6,6,6,7,6,5,6,7,6,6,4,7,5,7,6,6,6,4,6,7,5,3,7,3,6,7,6,7,3,3,6,6,2,6,6,7,4,4,4,6,6,67.5,6.33333,5,5.625,5.66667,5.7,22,18,10,10
TR,NL,2,47,5,4,11,2,1,9,6,6,6,6,2,6,6,6,6,6,7,7,7,1,7,7,7,6,6,5,7,7,6,7,7,7,6,4,7,7,7,7,6,7,6,7,6,7,6,6,6,7,7,7,7,5,5,7,7,7,7,7,6,6,5,7,7,7,67.5,6.33333,6,6.625,6.5,6.43333,25,27,12,14
TR,NL,2,28,6,2,4,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,6,6,5,5,5,5,5,4,5,4,4,2,6,6,4,5,7,7,3,6,2,5,3,4,4,5,5,4,6,6,6,6,6,2,6,7,4,6,7,4,5,6,5,6,6,7,68.75,5,3.5,4.75,5,4.73333,22,23,11,13
TR,NL,2,43,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,7,6,7,2,4,2,3,6,5,5,6,4,2,6,5,2,2,6,2,6,3,5,3,5,5,3,4,3,2,5,5,3,6,5,2,6,6,6,5,6,3,6,3,68.75,3.33333,4.33333,4.875,4.16667,4.13333,20,19,12,6
TR,NL,2,32,5,1,2,2,1,9,2,6,6,6,6,6,6,6,2,6,7,5,7,5,7,7,6,5,4,4,5,3,2,5,5,2,3,4,6,5,2,6,6,4,3,4,3,6,4,5,3,3,4,6,3,1,5,6,5,6,5,6,6,4,5,5,6,6,68.75,4.5,3,5.5,2.83333,4.06667,21,22,11,11
TR,NL,1,32,6,1,3,2,1,9,6,6,6,6,6,6,6,6,6,6,6,3,7,2,7,3,4,6,6,1,4,7,4,3,7,6,5,3,7,6,3,4,5,6,5,4,5,4,5,5,6,6,4,6,5,4,1,1,3,3,3,4,3,3,3,3,5,5,68.75,4.5,3.5,5,5.83333,4.86667,10,11,8,8
TR,NL,2,30,6,1,2,2,1,9,6,2,6,6,6,6,6,6,6,6,7,6,7,2,7,6,6,6,4,3,6,4,2,3,7,2,4,3,4,4,4,5,6,4,4,5,3,4,2,5,3,4,4,6,5,4,5,6,5,5,4,6,5,4,4,4,4,6,68.75,5,3.5,4.75,3.33333,4.2,19,21,8,10
TR,NL,2,28,6,1,2,1,1,9,6,2,6,6,6,6,6,6,6,6,7,3,5,2,5,5,5,4,4,2,4,5,3,4,6,5,5,3,7,5,5,5,5,4,3,5,4,4,3,4,3,4,5,5,6,4,3,6,6,6,6,6,5,2,5,4,6,6,70,4.5,3.5,4.75,4.33333,4.36667,20,20,11,10
TR,NL,2,33,5,3,1,2,1,9,6,3,6,6,6,3,6,6,2,3,6,6,4,4,5,5,6,7,5,6,7,6,4,7,5,7,4,4,7,7,7,3,4,7,6,7,5,4,5,5,2,5,6,3,5,5,5,6,5,6,6,6,5,4,4,5,5,6,70,5.66667,5.33333,5.25,4.83333,5.36667,21,22,9,11
TR,NL,2,32,5,3,11,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,6,2,6,7,2,7,7,2,4,4,1,2,2,5,7,2,2,1,1,4,7,3,5,5,6,1,1,2,5,7,3,7,3,1,2,5,7,7,5,4,7,2,5,6,6,6,70,3,1.83333,4,5.66667,3.63333,21,18,11,12
TR,NL,1,55,5,3,11,2,1,9,6,3,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,5,6,4,6,6,5,4,6,4,4,3,4,6,6,3,4,5,5,6,3,4,5,6,3,3,6,4,6,5,4,4,4,4,5,5,4,4,4,4,4,4,70,5.5,4.83333,4.375,3.83333,4.76667,17,17,8,8
TR,NL,2,31,6,3,11,1,1,9,6,6,6,6,6,6,6,6,3,6,7,6,7,3,7,6,5,7,7,7,7,5,5,6,7,4,5,5,6,6,5,7,6,3,5,5,5,5,6,7,4,7,6,7,7,1,6,6,6,6,7,7,6,3,7,7,7,7,70,6.16667,4.66667,6.25,5,5.6,25,22,14,14
TR,NL,2,34,6,1,2,2,1,9,3,6,6,6,6,6,6,6,6,6,7,7,6,3,6,6,7,6,6,4,7,5,3,6,6,4,3,3,7,7,5,7,7,5,5,7,2,6,5,5,4,7,7,7,6,1,5,7,6,7,7,7,5,2,7,3,7,7,71.25,5.83333,4,6.5,4.16667,5.33333,23,23,14,10
TR,NL,2,40,5,3,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,5,7,2,7,5,7,5,7,6,7,7,3,7,7,6,4,5,7,6,6,7,4,6,3,7,7,7,3,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,71.25,6.5,5.33333,5.875,6.16667,6.03333,28,28,12,14
TR,NL,2,37,6,1,4,2,1,9,6,3,6,6,6,6,6,6,6,6,4,7,5,3,5,7,5,5,4,3,5,4,6,7,4,4,2,4,4,6,5,7,7,3,4,5,4,4,5,5,6,4,5,3,5,1,5,7,7,7,6,7,7,4,6,7,7,7,71.25,4.66667,3.83333,5.375,4,4.53333,25,25,13,14
TR,NL,2,27,6,4,7,1,1,9,3,3,6,6,6,6,6,6,6,6,5,7,6,4,6,7,6,6,1,6,5,3,6,7,1,6,1,6,6,4,2,6,3,2,4,2,3,6,4,4,6,7,3,7,3,4,5,5,5,5,5,6,7,6,6,6,5,7,71.25,3.5,4.66667,5.625,4.33333,4.33333,22,22,11,13
TR,NL,1,36,6,1,3,2,1,9,6,9,6,6,6,6,6,6,6,6,7,7,2,2,4,3,6,5,6,6,5,5,3,7,5,5,4,4,6,6,5,5,5,4,5,5,4,4,5,6,6,6,3,5,5,2,5,5,5,7,5,7,6,3,5,5,5,6,72.5,4.66667,4.16667,5.5,5,4.93333,21,22,10,11
TR,NL,2,38,6,1,2,2,1,9,3,6,6,6,6,6,6,6,6,6,7,5,7,5,7,5,7,3,6,6,7,5,3,5,7,5,5,6,7,5,4,6,4,6,4,6,4,2,4,5,6,4,5,6,5,3,5,7,5,5,6,6,4,4,5,5,5,5,72.5,6,3.66667,5.25,4.83333,5.03333,20,22,10,10
TR,NL,2,32,6,4,2,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,3,7,7,1,1,4,5,4,4,5,4,4,6,4,4,4,4,3,4,5,5,3,4,2,4,3,4,5,4,4,4,4,2,7,7,7,7,7,6,7,1,7,7,7,7,72.5,4,3.66667,3.25,4.16667,3.8,28,21,14,14
TR,NL,2,36,6,4,6,1,1,9,6,6,6,6,6,6,6,6,6,6,6,7,2,1,6,7,6,3,4,5,7,5,2,7,7,7,6,7,4,5,6,2,4,4,3,4,4,4,2,5,5,6,5,3,6,5,4,6,6,6,6,7,5,2,6,6,6,6,72.5,5.83333,4.16667,3.875,5.5,4.76667,21,21,12,12
TR,NL,2,46,5,1,2,2,1,9,3,3,6,6,2,6,6,6,6,6,7,5,6,3,7,7,7,5,7,6,7,6,4,6,7,6,4,4,7,7,7,4,4,7,7,7,6,6,5,4,5,4,7,4,7,6,4,6,6,6,7,5,6,3,5,5,6,6,72.5,6,6,5.25,5.16667,5.76667,23,20,11,11
TR,NL,2,35,6,3,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,6,6,3,6,4,7,4,6,4,6,5,5,5,6,5,4,4,6,4,3,6,4,4,5,6,3,3,3,4,3,3,6,6,5,2,2,5,6,6,7,6,4,3,4,5,4,4,72.5,5.33333,3.66667,5.125,3.83333,4.56667,19,20,8,9
TR,NL,2,35,6,1,2,2,1,9,6,3,6,6,6,6,6,6,3,6,7,7,7,4,7,7,7,3,6,4,5,4,3,7,7,6,3,5,6,6,5,4,5,4,3,5,5,4,3,4,7,6,5,5,5,3,5,5,7,7,7,7,2,2,6,6,6,6,72.5,5.16667,3.66667,5,5.16667,4.83333,21,21,12,12
TR,NL,2,40,6,4,10,1,1,2,6,6,6,6,6,6,6,6,6,6,3,6,2,6,3,6,2,5,4,5,4,5,5,5,5,5,4,3,7,6,5,5,5,5,6,6,6,4,4,4,4,5,6,5,6,2,1,7,1,6,2,6,4,4,3,3,3,4,72.5,4.66667,4.5,4.75,4.83333,4.76667,8,23,6,7
TR,NL,2,39,6,3,6,1,1,9,6,6,6,6,6,6,6,6,3,3,4,7,5,1,7,7,5,5,2,3,3,3,5,6,5,5,4,5,3,4,3,5,4,2,3,2,3,5,4,4,5,5,4,3,4,4,3,5,5,5,6,6,5,2,5,4,4,4,72.5,3.83333,3.83333,4.375,4.16667,3.93333,19,18,9,8
TR,NL,3,30,6,2,11,2,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,3,7,7,4,6,7,6,3,6,7,7,4,4,7,7,5,7,6,5,3,6,7,4,4,5,3,4,6,6,7,4,6,6,6,6,7,7,4,4,3,5,7,6,73.75,5.83333,4.16667,6.25,5.16667,5.46667,23,23,10,11
TR,NL,2,32,5,1,1,1,9,9,3,3,6,6,6,6,6,6,6,6,7,7,2,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,4,3,5,4,4,4,6,4,4,5,6,4,2,5,5,6,5,73.75,3.83333,3.83333,4.5,4.16667,4.13333,17,18,11,10
TR,NL,1,28,4,4,11,2,1,9,6,6,6,6,6,6,6,6,3,6,7,7,3,2,4,2,6,6,6,6,5,6,4,6,6,7,4,6,7,6,4,6,1,5,5,5,4,6,1,2,7,4,4,6,6,5,2,2,3,4,4,3,6,3,2,2,5,3,73.75,4.66667,5,4.875,5.33333,5.06667,15,12,7,5
TR,NL,2,32,5,4,6,2,1,2,6,6,6,6,6,6,6,6,6,6,4,5,3,4,3,5,1,5,4,4,6,6,4,5,5,4,5,6,4,3,3,4,4,3,5,6,4,4,4,4,6,4,5,5,6,4,2,5,3,5,3,6,4,6,3,3,2,6,73.75,5.33333,4,4,4.83333,4.43333,12,22,5,9
TR,NL,1,30,5,1,4,2,1,9,6,2,6,6,6,6,6,6,6,6,7,6,7,2,7,3,4,6,5,4,6,6,3,7,6,6,6,4,7,6,6,4,6,2,5,6,5,2,6,5,6,6,6,6,6,6,1,1,5,5,4,6,4,4,2,2,6,6,73.75,5.5,4.33333,5.75,5.83333,5.3,14,16,8,8
TR,NL,2,37,6,1,2,1,1,9,6,6,6,6,3,6,6,6,6,6,7,5,4,2,7,7,7,7,6,6,7,6,6,7,6,6,7,7,7,7,6,7,7,7,6,6,6,6,6,6,4,7,6,7,6,6,3,6,5,5,5,5,2,2,4,4,4,4,73.75,6.33333,6,6.875,6,6.36667,15,18,8,8
TR,NL,2,28,6,1,3,1,1,9,6,6,6,6,6,6,6,6,3,6,7,7,7,7,7,7,4,6,5,4,6,6,4,6,5,6,4,6,7,6,6,7,5,5,4,6,2,5,5,5,5,5,6,6,5,5,3,3,5,6,4,5,4,2,3,3,4,5,73.75,5.66667,4.66667,5.75,4.66667,5.23333,16,16,7,8
TR,NL,2,35,5,3,4,1,1,9,6,6,6,6,9,6,6,6,3,6,6,7,6,4,7,7,2,6,6,3,6,2,4,4,6,4,4,1,7,5,1,5,3,4,2,5,2,4,2,6,2,5,1,6,6,1,3,6,6,6,5,2,6,2,2,6,2,5,73.75,4.16667,2.5,4.375,3.16667,3.83333,20,16,4,11
TR,NL,2,43,6,2,2,2,1,9,6,6,6,6,6,6,6,6,6,6,7,7,5,2,3,7,5,5,6,6,7,5,5,6,7,5,4,6,7,7,5,6,5,7,6,7,4,4,5,7,3,6,6,7,7,3,5,6,5,6,4,6,5,3,5,5,5,6,73.75,6.66667,4.83333,5.75,4.5,5.63333,19,21,10,11
TR,NL,2,55,5,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,5,5,5,1,5,5,5,6,6,5,7,6,4,6,6,6,5,6,6,5,5,7,2,6,6,6,4,4,5,6,4,5,5,6,6,4,4,5,5,5,5,5,6,5,5,5,5,5,75,6,4.66667,5.375,5,5.33333,20,20,10,10
TR,NL,2,36,5,4,6,2,1,9,6,6,6,6,3,6,6,6,6,6,4,7,3,1,3,5,4,5,4,5,6,5,5,6,5,5,3,6,6,5,2,6,5,5,3,5,4,6,2,4,4,3,5,6,4,4,4,4,5,5,6,7,5,3,6,6,5,7,75,5.16667,4.16667,5,4,4.6,20,19,11,13
TR,NL,2,35,6,3,4,2,1,9,2,3,6,6,6,6,6,6,6,6,6,6,6,2,5,6,6,5,5,6,6,4,4,5,6,6,5,5,6,5,5,6,4,5,5,5,5,4,5,5,5,3,6,5,5,2,2,3,3,3,5,5,4,4,4,5,5,5,76.25,5.5,4.33333,5.25,4.66667,4.96667,14,15,9,10
TR,NL,2,32,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,4,3,6,6,4,5,6,6,5,3,6,4,6,3,3,6,7,6,5,3,3,7,4,5,2,6,5,5,5,6,3,4,5,2,4,6,5,6,5,7,5,2,5,5,5,5,76.25,5,4.83333,4.375,3.66667,4.66667,19,21,10,10
TR,NL,2,30,5,1,2,2,1,9,3,2,6,6,6,6,6,6,6,6,7,7,7,4,7,7,7,6,6,5,6,6,5,6,7,7,5,4,6,6,5,7,6,6,6,5,6,6,3,6,6,6,6,7,6,2,4,4,5,4,6,6,5,3,6,6,6,6,76.25,5.66667,4.83333,6,6,5.7,20,17,12,12
TR,NL,2,37,6,3,11,2,1,9,6,3,6,6,6,6,6,6,6,6,6,7,5,5,7,7,6,6,5,5,6,4,6,6,6,5,5,4,7,7,6,6,5,5,6,7,5,6,5,6,4,4,7,6,7,5,4,5,5,6,5,6,5,4,4,4,4,4,76.25,6,5.66667,5.875,4.5,5.6,19,21,8,8
TR,NL,2,30,5,1,2,1,1,9,6,3,6,6,3,6,6,6,6,6,7,5,7,2,7,6,7,7,7,7,7,7,5,7,7,7,6,7,7,7,7,7,7,7,5,7,6,7,2,7,6,7,7,7,7,3,3,3,5,4,6,5,4,2,5,3,5,5,76.25,7,5.66667,6.375,6.5,6.46667,18,14,10,8
TR,NL,1,36,6,1,2,2,1,9,6,6,6,6,6,6,6,6,6,6,6,7,2,6,7,7,3,4,3,6,5,3,3,2,5,4,3,5,2,2,4,3,4,3,5,5,3,2,4,4,3,3,5,3,6,5,1,5,4,6,4,6,5,3,4,6,6,6,76.25,4.83333,4.16667,3.125,3.16667,3.73333,14,20,10,12
TR,NL,2,34,5,1,3,2,1,9,3,2,6,6,6,6,6,6,6,6,7,7,7,2,5,7,5,5,3,4,5,5,3,6,4,5,5,5,7,5,5,2,6,2,5,5,4,5,5,3,4,5,4,6,5,5,2,3,5,6,5,4,6,2,3,5,5,6,76.25,4.33333,4.5,5.25,4.66667,4.6,18,15,8,11
TR,NL,2,48,6,3,11,2,1,9,9,6,6,6,6,6,6,6,6,6,7,7,7,2,2,5,4,4,5,5,6,3,5,7,5,4,4,4,6,7,3,7,7,7,4,6,3,5,4,4,4,5,7,6,4,4,2,3,3,5,3,3,5,3,3,2,4,5,76.25,5.33333,4.33333,5.625,3.83333,4.96667,13,14,7,7
TR,NL,2,41,5,3,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,4,6,7,5,5,7,7,6,4,7,7,6,2,7,5,4,7,4,7,2,7,7,7,7,6,7,3,1,7,6,7,5,7,7,1,1,7,1,7,76.25,6.33333,4.83333,5.375,6.33333,5.76667,19,22,2,14
TR,NL,2,35,5,4,6,2,1,9,6,3,6,6,6,6,6,6,6,6,7,7,6,6,5,7,5,7,5,6,6,2,2,6,5,3,6,5,7,6,4,7,7,3,5,5,6,3,6,3,3,6,3,7,6,2,3,6,6,6,6,6,7,2,5,6,6,6,76.25,4.5,3.66667,6.5,4.33333,4.9,22,20,11,12
TR,NL,2,36,6,1,3,2,1,9,6,3,6,6,6,6,6,6,6,6,4,2,6,2,5,4,5,4,4,4,5,4,5,5,4,6,2,6,5,7,3,4,2,5,4,4,2,6,3,4,5,5,4,2,6,2,3,3,5,4,5,4,5,3,4,4,4,4,76.25,4.5,4,3.75,4,4.23333,18,14,8,8
TR,NL,2,41,6,1,2,1,1,9,6,6,6,6,3,6,6,6,6,6,7,7,7,3,7,7,7,7,7,4,7,7,1,6,7,7,4,7,7,7,4,7,5,7,4,6,4,6,3,7,3,4,3,7,7,4,5,4,6,6,7,7,4,2,3,3,4,4,77.5,6.16667,3.83333,6.125,4.83333,5.53333,22,19,7,7
TR,NL,1,37,6,1,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,5,2,6,4,6,6,5,6,6,6,6,2,5,5,4,6,6,7,5,4,6,6,4,6,5,5,4,5,5,6,5,5,6,3,4,4,5,5,4,5,4,3,4,4,4,4,77.5,5.5,4.83333,4.875,5.16667,5.2,17,17,8,8
TR,NL,2,32,5,4,6,2,1,9,2,6,6,6,6,6,6,6,6,6,7,7,7,3,7,7,7,6,6,6,7,7,5,6,6,7,5,3,7,7,5,7,5,6,6,6,5,6,6,5,6,7,6,7,7,7,5,3,6,6,7,7,7,7,7,7,7,7,77.5,5.5,5.83333,6.375,6.16667,6.06667,25,23,14,14
TR,NL,2,34,6,1,3,1,1,9,6,6,6,6,6,6,6,6,3,6,6,7,5,2,6,6,5,5,4,4,7,4,5,6,4,3,2,4,6,5,5,5,6,4,5,5,5,4,5,5,6,6,5,5,5,2,4,5,6,4,5,6,5,4,4,6,5,6,77.5,5,4.16667,5.375,4.33333,4.73333,20,19,9,12
TR,NL,2,45,6,2,2,2,1,9,6,3,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,5,6,5,6,3,6,6,5,4,4,7,6,6,2,7,4,7,4,6,5,7,5,5,5,6,6,7,4,6,3,4,7,7,6,6,4,3,4,3,4,3,78.75,5.83333,5,5.75,4.5,5.36667,20,20,8,6
TR,NL,2,33,6,4,6,2,1,9,2,3,6,6,6,6,6,6,6,6,6,6,6,3,4,6,7,4,6,3,5,6,6,5,7,5,6,6,6,2,4,2,4,5,3,5,5,5,3,5,5,5,5,2,7,4,4,7,7,7,7,7,6,2,5,5,6,6,78.75,5.5,4.16667,4.125,5.33333,4.76667,24,23,11,11
TR,NL,2,31,6,1,3,2,1,9,6,6,6,6,6,6,6,6,2,6,4,7,5,1,5,5,4,5,4,4,5,4,6,3,5,3,3,4,7,5,5,3,5,6,5,5,2,6,4,4,4,5,5,5,3,1,5,5,5,5,6,2,5,3,5,5,6,5,78.75,4.66667,4.5,4.5,3.5,4.33333,21,15,11,10
TR,NL,2,31,5,4,7,1,1,2,6,6,6,6,6,6,6,6,6,6,5,6,6,2,6,7,7,6,7,3,7,7,2,5,5,6,6,2,4,6,6,6,7,7,6,7,6,3,7,6,5,2,7,6,6,6,5,6,6,6,7,7,3,3,5,6,7,7,78.75,5.66667,4.33333,6,5.33333,5.53333,21,22,12,13
TR,NL,2,32,6,4,6,1,1,9,2,6,6,6,6,6,6,6,6,6,7,4,7,2,7,7,6,7,7,7,7,7,5,6,7,6,7,7,7,7,7,7,7,7,7,7,4,6,7,7,6,7,7,7,6,7,5,6,6,7,6,7,7,4,6,7,7,7,80,7,6.5,6.75,6.16667,6.63333,24,24,13,14
TR,NL,2,43,6,3,11,2,1,9,3,3,6,6,6,6,6,6,6,6,6,6,2,2,7,7,4,5,5,4,4,3,2,4,5,3,3,5,5,5,4,5,6,5,7,4,3,1,5,5,4,3,4,3,2,4,2,5,6,7,7,7,5,1,6,7,6,7,80,4.5,3.66667,4.625,3.16667,4.06667,20,20,12,14
TR,NL,2,30,6,1,11,2,1,9,2,6,6,6,3,6,6,6,6,6,7,7,3,2,7,6,3,7,7,5,7,4,6,6,7,4,4,7,7,4,4,7,7,7,4,7,2,2,6,5,6,4,4,7,2,1,3,6,5,6,5,6,6,1,4,4,6,4,80,6.16667,3.66667,6.25,4,5.1,19,19,10,8
TR,NL,2,40,5,1,2,1,1,9,2,3,6,6,6,6,6,6,6,6,7,4,7,1,7,5,7,6,6,6,3,6,6,7,7,6,7,3,7,6,6,7,7,6,6,5,7,6,3,7,6,7,5,6,6,6,7,7,7,7,7,7,6,5,7,7,7,7,80,5,6,6.25,6.5,5.96667,27,26,14,14
TR,NL,2,35,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,5,7,5,7,7,5,6,5,4,6,5,6,6,7,6,4,4,7,7,4,7,6,4,2,7,4,4,5,5,4,5,5,5,6,2,7,7,7,7,5,7,7,4,4,4,4,2,80,5.66667,3.66667,5.875,4.66667,5.1,26,25,8,6
TR,NL,2,32,6,2,11,1,1,2,6,3,6,6,6,6,6,6,6,6,7,7,4,5,4,6,6,6,5,7,7,6,6,7,7,6,3,7,7,7,6,7,5,7,6,6,5,5,2,3,7,6,7,7,6,5,3,6,4,6,3,6,4,5,3,5,4,6,81.25,6.16667,5.83333,5.875,5.5,5.9,14,23,7,11
TR,NL,2,37,6,1,2,2,1,9,6,3,6,6,3,6,6,6,6,6,7,7,7,1,4,7,6,7,6,7,7,7,6,7,6,7,5,7,7,7,6,7,6,6,6,6,5,4,5,6,6,7,6,7,7,6,7,7,7,7,7,7,7,3,7,7,7,7,81.25,6.33333,5.83333,6.5,6.16667,6.26667,28,24,14,14
